1	1	1	1.1137626	149.64	11.57	12
2	1	1	0.9003032	146.52	11.59	12
3	1	1	1.0201545	147.6	8.49	12
4	1	1	-0.4284732	150.73	10.95	13
5	1	1	-0.02693	146.14	9.44	10
6	1	1	-1.485756	150.33	11.17	14
7	1	1	0.0276009	148.03	11.32	14
8	1	1	0.3635835	150.88	12.97	12
9	1	1	-1.1888695	151.32	10.73	12
10	1	1	-1.500896	146.03	10.79	13
11	1	1	-1.766191	151.52	10.56	11
12	1	1	0.378624	152.3	12.56	15
13	1	1	0.399693386	151.81	10.76	13
14	1	1	-0.817109	150.43	9.38	13
15	1	1	-1.1645747	142.92	12.26	15
16	1	1	0.5946643	155.73	11.41	16
17	1	1	0.5418649	151.25	10.54	14
18	1	1	-0.0698741	148.56	9.91	17
19	1	1	0.6974241	148.87	10.84	13
20	1	1	-1.211548	152.9	11.59	12
21	1	1	-0.8297268	142.14	10.95	13
22	1	1	1.0745332	146.74	13.04	14
23	1	1	0.6527439	153.25	12.42	14
24	1	1	-1.5548187	154.16	10.16	12
25	1	1	0.3444279	150.43	11.76	13
26	1	1	2.2477454	150.82	10.55	12
27	1	1	-3.206296	148.76	8.85	7
28	1	1	1.791575	145.1	9.14	12
29	1	1	1.2460932	148.56	10.18	12
30	1	1	-2.2821054	150.46	10.51	11
31	1	1	2.947153	152.58	12.53	12
32	1	1	0.0246572	153.03	10.81	13
33	1	1	0.80544756	152.71	11.41	13
34	1	1	-0.0112659	150.24	13.28	15
35	1	1	-0.648925	147.86	9.79	13
36	1	1	-0.0567591	154.45	9.38	14
37	1	1	1.934447	154.12	12.36	13
38	1	1	1.170937	147.18	10.13	15
39	1	1	-0.5374805	146.99	12.14	13
40	1	1	1.0634139	151.45	10.82	15
41	1	1	1.0539999	147.98	11.03	15
42	1	1	-2.720751	145.69	8.56	11
43	1	1	0.802649	151.06	9.69	12
44	1	1	-2.17491	147.56	7.73	12
45	1	1	1.340995	146.07	9.89	11
46	1	1	-3.6576044	151.83	10.63	16
47	1	1	-1.3244738	149.92	9.34	14
48	1	1	0.593939	151.31	10.16	11
49	1	1	0.6724649	150.73	12.38	11
50	1	1	-1.9498771	148.65	10.6	12
51	1	1	-1.0368168	154.72	10.44	13
52	1	1	1.3189446	149.79	10.31	12
53	1	1	-0.3975617	148.92	10.49	13
54	1	1	0.2717904	149.36	10.35	14
55	1	1	-1.0893708	150.72	10.87	14
56	1	1	-0.904726592	152.51	10.88	13
57	1	1	-0.344747	145.95	9.95	12
58	1	1	0.9559138	145.2	10.83	13
59	1	1	-3.196024	153.39	10.53	15
60	1	1	-2.1065	148.14	11.44	15
61	1	1	-1.415289	150.29	8.92	14
62	1	1	-0.3142179	150.55	12.23	15
63	1	1	-1.2884665	151.22	11.06	12
64	1	1	0.3157478	147.54	11.81	13
65	1	1	0.2832141	152.29	11.58	16
66	1	1	-0.684109949	151.07	9.87	14
67	1	1	1.939632	155.64	12.57	15
68	1	1	0.298071	149.29	8.59	13
69	1	1	3.910024	159.41	10.75	14
70	1	1	-1.7953941	148.85	9.72	12
71	1	1	-1.578375	145.55	10.29	10
72	1	1	-2.362435	147.37	11.52	13
73	1	1	-1.557351	147.02	10.72	12
74	1	1	1.3033884	152.1	10.94	17
75	1	1	0.788918449	151.9	8.96	13
76	1	1	-1.19313835	146.92	10.29	13
77	1	1	0.365501	151.12	9.72	13
78	1	1	1.5681678	151.48	11.41	12
79	1	1	1.554162	145.88	11.59	15
80	1	1	-1.00837	151.25	10.65	15
81	1	1	-0.754003253	150.49	9.03	13
82	1	1	-1.2252963	146.47	12.21	13
83	1	1	0.3974784	151.89	12.83	15
84	1	1	-4.0845238	150.64	11.85	14
85	1	1	2.345908	147.9	8.09	11
86	1	1	1.359603	146.8	8.16	11
87	1	1	-0.209001	150.35	9.23	12
88	1	1	2.1243551	150.2	10.91	12
89	1	1	1.924297	149.12	11.9	12
90	1	1	-0.826121	149.84	10.71	15
91	1	1	0.4703943	156.26	12.16	18
92	1	1	1.680505	149.72	11.93	12
93	1	1	-0.2231383	147.94	10.97	15
94	1	1	-1.5492053	149.08	10.46	12
95	1	1	-2.2287537	151.08	11.16	17
96	1	1	0.6029709	149.49	10.16	15
97	1	1	1.2653331	154.17	12.27	12
98	1	1	1.971523	152.39	11.3	13
99	1	1	-1.630032	149.33	10.17	10
100	1	1	0.662971	150.66	11.1	15
101	1	1	1.631597	150.36	10.93	13
102	1	1	1.188898	160.84	10.32	14
103	1	1	0.6964183	145.5	10.08	16
104	1	1	-0.4219871	152.72	8.92	11
105	1	1	-1.0104348	153.2	10.47	14
106	1	1	0.10245	152.13	12.03	13
107	1	1	0.8870658	148.57	11.9	13
108	1	1	-3.3356248	152.85	10.08	11
109	1	1	-5.313112	151.83	11.7	11
110	1	1	-0.6610337	145.16	7.66	12
111	1	1	-1.5378759	149.02	10.9	14
112	1	1	1.3207583	149.71	10.88	13
113	1	1	2.0682961	152.5	11.75	13
114	1	1	-1.2790678	149.96	10.97	12
115	1	1	0.134639	150.04	9.35	12
116	1	1	0.353014	152.35	10.15	11
117	1	1	-1.6631099	151.85	14.67	12
118	1	1	-0.7088479	150.71	14.25	12
119	1	1	-0.1776866	150.4	10.54	14
120	1	1	-0.740734	153.49	10.86	14
121	1	1	0.0059888	150.08	11.18	14
122	1	1	1.0397601	148.71	12.45	12
123	1	1	1.126612	155.41	11.65	10
124	1	1	1.938277	145.58	11.09	10
125	1	1	-0.1359738	154.17	10.25	13
126	1	1	1.17086	150.71	9.83	12
127	1	1	-1.3614179	155.07	10.19	13
128	1	1	-0.4064154	150.89	11.91	8
129	1	1	0.7936566	150.46	9.78	14
130	1	1	-0.715313804	148.15	10.65	14
131	1	1	-1.1028755	152.54	10.08	10
132	1	1	-3.6696273	151.08	10.32	15
133	1	1	-1.65542	152.48	11.06	12
134	1	1	2.1146747	151.12	12.36	14
135	1	1	0.4001686	150.36	11.05	12
136	1	1	2.868094	146.06	10.41	11
137	1	1	1.7214595	146.68	12.4	12
138	1	1	2.308351	149.45	13.18	15
139	1	1	0.6973604	151.76	10.56	15
140	1	1	1.16625599	151.86	7.5	12
141	1	1	-0.791529984	151.46	9.65	10
142	1	1	-0.617228	148.16	8.74	11
143	1	1	-1.4040454	145.45	6.65	9
144	1	1	-1.703093	154.06	13.17	16
145	1	1	-1.503919	150.09	10.41	12
146	1	1	0.842630383	148.13	10.73	12
147	1	1	-0.7585171	150.44	12.77	15
148	1	1	-0.5882169	152.32	12.36	12
149	1	1	-1.984713586	158.8	9.42	10
150	1	1	0.9269209	155.72	10	14
151	1	1	-0.9083105	150.09	13.11	14
152	1	1	-0.50436109	149.54	11.17	14
153	1	1	1.373957665	147.89	12	13
154	1	1	0.2831959	150.78	11.79	14
155	1	1	-1.2197016	148.4	11.6	14
156	1	1	-2.446411	147.54	13.23	14
157	1	1	0.6268745	152.05	13.54	13
158	1	1	-1.184801	151.35	13.1	14
159	1	1	-0.2238188	152.42	10.09	15
160	1	1	0.283134618	153.13	11.78	15
161	1	1	1.1172069	155.14	12.45	15
162	1	1	-1.576565	154.45	12.83	14
163	1	1	1.2589163	148.59	11.65	12
164	1	1	1.6562966	144.7	11.71	13
165	1	1	-0.3386379	148.47	11.01	12
166	1	1	-0.2802997	149.69	12.03	12
167	1	1	-0.1519332	156.45	10.83	15
168	1	1	-0.7284468	142.89	10.97	10
169	1	1	0.0855048	152.34	10.99	14
170	1	1	1.077565	151.54	11.29	16
171	1	1	-2.155438	150.01	12.37	11
172	1	1	1.028582019	156.79	8.2	15
173	1	1	1.1098796	153.19	9.72	10
174	1	1	0.654381228	148.6	9.65	13
175	1	1	-0.2780531	154.18	11.06	16
176	1	1	-1.3759436	151.35	9.6	14
177	1	1	-0.9065953	152.63	11.68	15
178	1	1	-1.1581641	149.08	8.43	14
179	1	1	-0.9158642	149.01	15.4	14
180	1	1	-1.3182413	150.76	10.77	13
181	1	1	3.4413851	144.49	11.05	10
182	1	1	0.447073953	151.09	13.27	17
183	1	1	-0.657449	150.86	10.42	11
184	1	1	-0.3360244	145.18	10.2	11
185	1	1	-0.630312	152.85	11.55	15
186	1	1	-0.3128823	151.74	12.24	12
187	1	1	-1.745392	153.71	13.24	17
188	1	1	-0.5236866	151.1	8.75	11
189	1	1	-1.159901	144.78	10.16	11
190	1	1	-0.704282462	150.77	10.77	14
191	1	1	-0.198487276	155.31	11.54	14
192	1	1	-0.8282288	147.02	12.15	12
193	1	1	1.296201809	151.1	9.47	12
194	1	1	-0.1024806	146.83	11.65	13
195	1	1	0.6884007	146.2	10.52	14
196	1	1	-0.927306731	152.78	11.39	14
197	1	1	-1.235032	148.92	11.06	14
198	1	1	-2.2004913	153.17	11.72	15
199	1	1	1.7449599	152.83	11.07	15
200	1	1	0.3202659	152.41	13.44	15
201	1	2	1.8872337	150.02	10.23	15
202	1	2	-0.5177257	149.09	11.4	12
203	1	2	0.383399411	148.86	10.61	13
204	1	2	0.57359	147.05	12.04	13
205	1	2	0.049718183	147.37	9.86	13
206	1	2	0.1104623	151.92	12.7	14
207	1	2	-1.4553368	145.17	11.88	13
208	1	2	1.95725662	145.99	11.12	11
209	1	2	-0.73467	147.77	9.66	13
210	1	2	1.4889176	148.85	9.79	13
211	1	2	-2.282236	151.83	10.16	12
212	1	2	-2.0560849	146.54	11.08	13
213	1	2	-0.913516387	152.31	11.24	16
214	1	2	1.445665	155.58	13.27	14
215	1	2	-0.377485766	151.67	11.44	11
216	1	2	0.4907649	153.93	10.88	17
217	1	2	0.495601	149.37	10.1	11
218	1	2	1.22128	153.91	10.78	16
219	1	2	0.029129	143.56	12.01	9
220	1	2	0.2373493	149.54	11.74	14
221	1	2	-1.016918	154.41	10.91	13
222	1	2	-2.579238	145.64	10.65	13
223	1	2	0.1719732	149.79	9.1	15
224	1	2	0.7138912	149.37	12.68	10
225	1	2	-0.167271	144.08	12.35	13
226	1	2	-0.7252739	149.76	12.5	13
227	1	2	-0.769628	147.89	13.62	15
228	1	2	1.712041	153.98	11.34	10
229	1	2	-1.7356467	145.62	8.19	12
230	1	2	-1.349115	149.15	9.2	13
231	1	2	-2.0421285	146.6	7.59	14
232	1	2	0.7004449	152.08	13.65	16
233	1	2	-0.950921	149.75	11.74	10
234	1	2	1.426066596	148.93	12.64	14
235	1	2	-1.507234	152.51	12.4	16
236	1	2	-0.0120692	153.14	11.75	13
237	1	2	-1.91108	148.02	10.5	13
238	1	2	1.453865	157.18	10.29	15
239	1	2	0.476988	151.39	9.34	14
240	1	2	0.4340819	152.28	10.68	12
241	1	2	-0.4176202	150.72	11.45	12
242	1	2	-1.421976	148.12	8.56	15
243	1	2	-0.357778267	151.34	14.57	15
244	1	2	-2.3922219	151.64	8.97	12
245	1	2	-1.9911711	149.32	9.64	15
246	1	2	-0.6674034	148.82	9.42	13
247	1	2	-2.1215554	144.73	11.11	13
248	1	2	1.0391922	151.81	11.76	14
249	1	2	0.1875399	150.6	9.75	15
250	1	2	-1.1279441	146.95	11.77	14
251	1	2	-1.4255927	150.69	10.03	14
